im2graph version 1.21 Copyright Shai Vaingast 2014-, http://www.im2graph.co.il

X, Y_0
12.5534, 15135.5
12.5801, 15135.5
12.6069, 15135.5
12.6336, 15135.5
12.6603, 15135.5
12.687, 15135.5
12.7137, 15135.5
12.7404, 15135.5
12.7671, 15225.9
12.7938, 15225.9
12.8206, 15225.9
12.8473, 15225.9
12.874, 15135.5
12.9007, 15135.5
12.9274, 15135.5
12.9541, 15135.5
12.9808, 15135.5
13.0075, 15135.5
13.0343, 15135.5
13.061, 15135.5
13.0877, 15135.5
13.1144, 15135.5
13.1411, 15135.5
13.1678, 15135.5
13.1945, 15135.5
13.2213, 15135.5
13.248, 15135.5
13.2747, 15135.5
13.3014, 15135.5
13.3281, 15135.5
13.3548, 15135.5
13.3815, 15135.5
13.4082, 15135.5
13.435, 15135.5
13.4617, 15135.5
13.4884, 15135.5
13.5151, 15135.5
13.5418, 15135.5
13.5685, 15135.5
13.5952, 15135.5
13.622, 15135.5
13.6487, 15135.5
13.6754, 15225.9
13.7021, 15225.9
13.7288, 15225.9
13.7555, 15225.9
13.7822, 15135.5
13.8089, 15135.5
13.8357, 15135.5
13.8624, 15135.5
13.8891, 15135.5
13.9158, 15135.5
13.9425, 15225.9
13.9692, 15225.9
13.9959, 15225.9
14.0226, 15225.9
14.0494, 15135.5
14.0761, 15135.5
14.1028, 15135.5
14.1295, 15225.9
14.1562, 15225.9
14.1829, 15225.9
14.2096, 15225.9
14.2364, 15225.9
14.2631, 15135.5
14.2898, 15135.5
14.3165, 15135.5
14.3432, 15135.5
14.3699, 15225.9
14.3966, 15225.9
14.4233, 15225.9
14.4501, 15225.9
14.4768, 15225.9
14.5035, 15135.5
14.5302, 15135.5
14.5569, 15135.5
14.5836, 15135.5
14.6103, 15135.5
14.637, 15135.5
14.6638, 15135.5
14.6905, 15135.5
14.7172, 15135.5
14.7439, 15135.5
14.7706, 15135.5
14.7973, 15135.5
14.824, 15135.5
14.8508, 15135.5
14.8775, 15135.5
14.9042, 15135.5
14.9309, 15135.5
14.9576, 15135.5
14.9843, 15135.5
15.011, 15135.5
15.0377, 15135.5
15.0645, 15135.5
15.0912, 15135.5
15.1179, 15135.5
15.1446, 15135.5
15.1713, 15135.5
15.198, 15135.5
15.2247, 15135.5
15.2515, 15135.5
15.2782, 15135.5
15.3049, 15135.5
15.3316, 15135.5
15.3583, 15135.5
15.385, 15135.5
15.4117, 15135.5
15.4384, 15135.5
15.4652, 15135.5
15.4919, 15135.5
15.5186, 15135.5
15.5453, 15135.5
15.572, 15135.5
15.5987, 15135.5
15.6254, 15135.5
15.6521, 15135.5
15.6789, 15135.5
15.7056, 15135.5
15.7323, 15135.5
15.759, 15135.5
15.7857, 15135.5
15.8124, 15135.5
15.8391, 15135.5
15.8659, 15135.5
15.8926, 15135.5
15.9193, 15135.5
15.946, 15135.5
15.9727, 15135.5
15.9994, 15135.5
16.0261, 15135.5
16.0528, 15135.5
16.0796, 15135.5
16.1063, 15225.9
16.133, 15225.9
16.1597, 15225.9
16.1864, 15225.9
16.2131, 15225.9
16.2398, 15225.9
16.2666, 15225.9
16.2933, 15225.9
16.32, 15225.9
16.3467, 15225.9
16.3734, 15225.9
16.4001, 15225.9
16.4268, 15225.9
16.4535, 15225.9
16.4803, 15225.9
16.507, 15225.9
16.5337, 15225.9
16.5604, 15225.9
16.5871, 15135.5
16.6138, 15135.5
16.6405, 15135.5
16.6672, 15135.5
16.694, 15135.5
16.7207, 15135.5
16.7474, 15135.5
16.7741, 15135.5
16.8008, 15135.5
16.8275, 15135.5
16.8542, 15135.5
16.881, 15135.5
16.9077, 15135.5
16.9344, 15135.5
16.9611, 15135.5
16.9878, 15135.5
17.0145, 15135.5
17.0412, 15135.5
17.0679, 15135.5
17.0947, 15135.5
17.1214, 15135.5
17.1481, 15135.5
17.1748, 15135.5
17.2015, 15135.5
17.2282, 15135.5
17.2549, 15135.5
17.2816, 15135.5
17.3084, 15135.5
17.3351, 15135.5
17.3618, 15135.5
17.3885, 15135.5
17.4152, 15135.5
17.4419, 15135.5
17.4686, 15135.5
17.4954, 15135.5
17.5221, 15135.5
17.5488, 15135.5
17.5755, 15135.5
17.6022, 15135.5
17.6289, 15135.5
17.6556, 15135.5
17.6823, 15135.5
17.7091, 15135.5
17.7358, 15135.5
17.7625, 15135.5
17.7892, 15135.5
17.8159, 15135.5
17.8426, 15135.5
17.8693, 15135.5
17.8961, 15135.5
17.9228, 15135.5
17.9495, 15135.5
17.9762, 15135.5
18.0029, 15135.5
18.0296, 15135.5
18.0563, 15135.5
18.083, 15135.5
18.1098, 15135.5
18.1365, 15135.5
18.1632, 15135.5
18.1899, 15135.5
18.2166, 15135.5
18.2433, 15135.5
18.27, 15135.5
18.2967, 15135.5
18.3235, 15135.5
18.3502, 15135.5
18.3769, 15135.5
18.4036, 15135.5
18.4303, 15135.5
18.457, 15225.9
18.4837, 15225.9
18.5105, 15225.9
18.5372, 15225.9
18.5639, 15225.9
18.5906, 15225.9
18.6173, 15225.9
18.644, 15225.9
18.6707, 15225.9
18.6974, 15225.9
18.7242, 15135.5
18.7509, 15135.5
18.7776, 15135.5
18.8043, 15135.5
18.831, 15135.5
18.8577, 15135.5
18.8844, 15135.5
18.9111, 15135.5
18.9379, 15135.5
18.9646, 15135.5
18.9913, 15135.5
19.018, 15135.5
19.0447, 15135.5
19.0714, 15135.5
19.0981, 15135.5
19.1249, 15135.5
19.1516, 15135.5
19.1783, 15135.5
19.205, 15135.5
19.2317, 15135.5
19.2584, 15135.5
19.2851, 15135.5
19.3118, 15135.5
19.3386, 15135.5
19.3653, 15135.5
19.392, 15135.5
19.4187, 15135.5
19.4454, 15135.5
19.4721, 15135.5
19.4988, 15135.5
19.5256, 15135.5
19.5523, 15135.5
19.579, 15135.5
19.6057, 15135.5
19.6324, 15135.5
19.6591, 15135.5
19.6858, 15135.5
19.7125, 15135.5
19.7393, 15225.9
19.766, 15225.9
19.7927, 15225.9
19.8194, 15225.9
19.8461, 15225.9
19.8728, 15225.9
19.8995, 15225.9
19.9262, 15225.9
19.953, 15225.9
19.9797, 15225.9
20.0064, 15135.5
20.0331, 15135.5
20.0598, 15135.5
20.0865, 15135.5
20.1132, 15135.5
20.14, 15135.5
20.1667, 15135.5
20.1934, 15135.5
20.2201, 15135.5
20.2468, 15135.5
20.2735, 15135.5
20.3002, 15135.5
20.3269, 15135.5
20.3537, 15135.5
20.3804, 15225.9
20.4071, 15225.9
20.4338, 15225.9
20.4605, 15225.9
20.4872, 15225.9
20.5139, 15225.9
20.5407, 15225.9
20.5674, 15225.9
20.5941, 15225.9
20.6208, 15225.9
20.6475, 15135.5
20.6742, 15135.5
20.7009, 15135.5
20.7276, 15135.5
20.7544, 15135.5
20.7811, 15135.5
20.8078, 15135.5
20.8345, 15135.5
20.8612, 15135.5
20.8879, 15135.5
20.9146, 15135.5
20.9413, 15135.5
20.9681, 15135.5
20.9948, 15135.5
21.0215, 15135.5
21.0482, 15135.5
21.0749, 15135.5
21.1016, 15135.5
21.1283, 15135.5
21.1551, 15135.5
21.1818, 15135.5
21.2085, 15135.5
21.2352, 15225.9
21.2619, 15225.9
21.2886, 15225.9
21.3153, 15225.9
21.342, 15225.9
21.3688, 15225.9
21.3955, 15225.9
21.4222, 15225.9
21.4489, 15225.9
21.4756, 15225.9
21.5023, 15225.9
21.529, 15225.9
21.5557, 15225.9
21.5825, 15225.9
21.6092, 15225.9
21.6359, 15225.9
21.6626, 15225.9
21.6893, 15225.9
21.716, 15135.5
21.7427, 15135.5
21.7695, 15135.5
21.7962, 15135.5
21.8229, 15135.5
21.8496, 15135.5
21.8763, 15135.5
21.903, 15135.5
21.9297, 15135.5
21.9564, 15135.5
21.9832, 15135.5
22.0099, 15135.5
22.0366, 15135.5
22.0633, 15135.5
22.09, 15135.5
22.1167, 15135.5
22.1434, 15135.5
22.1702, 15135.5
22.1969, 15135.5
22.2236, 15135.5
22.2503, 15135.5
22.277, 15135.5
22.3037, 15135.5
22.3304, 15135.5
22.3571, 15135.5
22.3839, 15135.5
22.4106, 15135.5
22.4373, 15135.5
22.464, 15135.5
22.4907, 15135.5
22.5174, 15135.5
22.5441, 15135.5
22.5708, 15135.5
22.5976, 15135.5
22.6243, 15135.5
22.651, 15135.5
22.6777, 15135.5
22.7044, 15135.5
22.7311, 15135.5
22.7578, 15135.5
22.7846, 15135.5
22.8113, 15135.5
22.838, 15135.5
22.8647, 15135.5
22.8914, 15135.5
22.9181, 15135.5
22.9448, 15135.5
22.9715, 15135.5
22.9983, 15135.5
23.025, 15135.5
23.0517, 15135.5
23.0784, 15135.5
23.1051, 15135.5
23.1318, 15135.5
23.1585, 15135.5
23.1852, 15135.5
23.212, 15135.5
23.2387, 15135.5
23.2654, 15135.5
23.2921, 15135.5
23.3188, 15135.5
23.3455, 15135.5
23.3722, 15135.5
23.399, 15135.5
23.4257, 15135.5
23.4524, 15135.5
23.4791, 15135.5
23.5058, 15135.5
23.5325, 15135.5
23.5592, 15135.5
23.5859, 15135.5
23.6127, 15135.5
23.6394, 15135.5
23.6661, 15135.5
23.6928, 15135.5
23.7195, 15135.5
23.7462, 15135.5
23.7729, 15135.5
23.7997, 15135.5
23.8264, 15135.5
23.8531, 15135.5
23.8798, 15135.5
23.9065, 15135.5
23.9332, 15135.5
23.9599, 15135.5
23.9866, 10707.8
